id,batch,module,severity,category,abi,file,symbol,title,recommendation
META-34,B2,METADATA,medium,silent-failure,none,src/openms/source/METADATA/DocumentIdentifier.cpp,DocumentIdentifier::operator==,"operator== only compares the id_ field, silently ignoring loaded file path and type","Either document explicitly that equality is id-only, or extend it to compare file_path_ and file_type_. Behavioral change; widening the comparison risks breaking callers that rely on id-only semantics, so prefer documenting the current behavior plus an explicit equalsFull() helper."
META-35,B2,METADATA,medium,hidden-side-effect,none,src/openms/include/OpenMS/METADATA/DocumentIdentifier.h,DocumentIdentifier::setLoadedFileType,setLoadedFileType opens and reads the file from disk instead of recording a passed-in type,"Document the I/O side effect in the header, and add an overload taking a FileTypes::Type directly (e.g. setLoadedFileType(FileTypes::Type)) for callers that already know the type. Additive overload; no ABI break."
META-37,B2,METADATA,medium,inconsistent-convention,none,src/openms/include/OpenMS/METADATA/IdentifierMSRunMapper.h,IdentifierMSRunMapper::getIdentifier / getMSRunPaths,"Reverse-direction lookups handle 'not found' inconsistently: one throws, the sibling returns empty","Keep the behaviors (both are individually documented) but make the asymmetry explicit in adjacent docs, or add a throwing getMSRunPaths variant / non-throwing tryGetIdentifier for parity (the latter already exists). Documentation/additive; no ABI break."
META-38,B2,METADATA,medium,surprising-throw,none,src/openms/include/OpenMS/METADATA/AnnotatedMSRun.h,AnnotatedMSRun::begin / cbegin (const),const begin()/cbegin() throw if spectra and peptide-id counts disagree,Document that iteration requires matching sizes and that begin() validates the invariant; consider validating in the setters (or providing a resize/sync helper) so the throw surfaces at mutation time rather than at iteration time. Doc + optional behavioral change; no ABI break.
META-39,B2,METADATA,medium,hidden-side-effect,none,src/openms/include/OpenMS/METADATA/ExperimentalDesign.h,ExperimentalDesign::setMSFileSection,setMSFileSection silently reorders the input rows via sort_(),Document in the header that the section is sorted into canonical order on set. Documentation-only; no ABI impact.
META-40,B2,METADATA,medium,asymmetric-api,none,src/openms/include/OpenMS/METADATA/ExperimentalDesign.h,ExperimentalDesign::setSampleSection,Two-arg constructor validates the design (isValid_) but the equivalent set* sequence skips validation,Document that setters do not validate (or call isValid_() from setMSFileSection for parity). Prefer documentation plus an optional validate() entry point to avoid breaking existing incremental-build callers. No ABI break for the doc route.
META-44,B2,METADATA,medium,hidden-side-effect,none,src/openms/include/OpenMS/METADATA/ProteinHit.h,ProteinHit::operator=(const MetaInfoInterface&),"Assignment from MetaInfoInterface overwrites only meta values, silently leaving score/accession/sequence/coverage intact",Expand the header doc to state it assigns ONLY meta values and leaves hit fields unchanged; consider renaming to assignMetaInfo() in a future major version. abi_impact none for doc fix.
META-47,B2,METADATA,medium,surprising-throw,none,src/openms/include/OpenMS/METADATA/PeptideHit.h,PeptideHit::getTargetDecoyType / isDecoy,getTargetDecoyType() (and isDecoy()) throws on an unrecognized 'target_decoy' meta value string,"Document the throw on getTargetDecoyType()/isDecoy(), or make isDecoy()/getTargetDecoyType() return UNKNOWN for unrecognized values instead of throwing. abi_impact none for doc; behavior change is source-compatible."
META-48,B2,METADATA,medium,silent-failure,none,src/openms/include/OpenMS/METADATA/ProteinModificationSummary.h,ProteinModificationSummary::operator==,"Equality compares modification keys by raw pointer identity, not by modification value","Document that comparison/ordering relies on ResidueModification pointer identity (valid only when mods come from the shared ModificationsDB singleton), or compare via getFullId() like the ProteinHit hash does. abi_impact none for doc fix."
META-49,B2,METADATA,medium,asymmetric-api,source-compatible,src/openms/include/OpenMS/METADATA/PeptideIdentification.h,PeptideIdentification::setExperimentLabel,"setExperimentLabel("""") silently no-ops, so it cannot clear a previously set label (unlike sibling setBaseName)","Make setExperimentLabel("""") remove the meta value to mirror setBaseName, or document the asymmetry. abi_impact source-compatible (behavior change) / none for doc."
META-50,B2,METADATA,medium,surprising-throw,none,src/openms/include/OpenMS/METADATA/ID/IdentifiedSequence.h,IdentifiedSequence::allParentsAreDecoys,Boolean predicate allParentsAreDecoys() throws on empty parent set instead of returning a bool,"Document the throw-on-empty contract prominently in the header, or add a defaulted parameter / overload that returns a chosen value for the empty case (e.g. `allParentsAreDecoys(bool value_if_empty)`). Changing the existing behavior to return a bool would be source-compatible but semantically breaking for current callers relying on the throw."
META-52,B2,METADATA,medium,implicit-conversion,breaking,src/openms/include/OpenMS/METADATA/ID/MetaData.h,IteratorWrapper::operator uintptr_t,IteratorWrapper implicitly converts to an integer pointer value,"Mark the conversion `explicit` (source-compatible for legitimate hashing call sites that can add a cast; flags accidental integer uses). If a hash is the only need, provide a named hash functor / std::hash specialization instead of an implicit conversion."
META-53,B2,METADATA,medium,inconsistent-convention,source-compatible,src/openms/include/OpenMS/METADATA/ID/Observation.h,Observation::merge,"Observation::merge unconditionally overwrites rt/mz, unlike sibling merge() methods that conflict-check","Document that Observation::merge overwrites position from `other`, or align it with the sibling pattern (keep existing non-NaN value, take other's only when unset, throw on genuine conflict). Behavior change would be source-compatible but observably different."
META-54,B2,METADATA,medium,param-order-or-bool,source-compatible,src/openms/include/OpenMS/METADATA/ID/IdentifiedMolecule.h,IdentifiedMolecule::getFormula,Untyped Size fragment_type is reinterpreted as two different enums and is silently ignored for compounds,Document in the header that fragment_type is interpreted per-molecule-type (Residue::ResidueType vs NASequence::NASFragmentType) and that it (and charge) are ignored for compounds. Ideal additive fix: typed overloads or an enum wrapper; ABI-safe if added alongside.
META-55,B2,METADATA,medium,silent-failure,none,src/openms/include/OpenMS/METADATA/ID/ScoredProcessingResult.h,ScoredProcessingResult::getScore,getScore returns NaN paired with a success flag the caller must check,"This is documented, so keep as-is for ABI; ensure header doc emphasizes that the bool must be checked and the double is NaN on miss. Consider an std::optional<double>-returning overload as an additive, clearer API."
CHEM-46,B2,CHEMISTRY,medium,silent-failure,none,src/openms/include/OpenMS/CHEMISTRY/ResidueDB.h,ResidueDB::getResidue,"Two getResidue() overloads have opposite failure modes: by-name throws, by-one-letter-code silently returns nullptr","Document the divergence prominently in the header (string throws; char returns nullptr). Ideally make the char overload's contract explicit by renaming/aliasing (e.g. add getResidueOrNull(char) and a throwing getResidue(char)). Do not silently change the throwing behavior of the char overload, as callers rely on the nullptr-return — but at minimum the header must warn that this overload returns nullptr on miss."
CHEM-47,B2,CHEMISTRY,medium,silent-failure,none,src/openms/include/OpenMS/CHEMISTRY/AASequence.h,AASequence::getMonoWeight / AASequence::getFormula,getMonoWeight()/getFormula() accept any ResidueType but silently return the Internal mass/formula for several legal enum values,"Throw Exception::InvalidValue (or NotImplemented) in the default branch instead of returning the Internal value, or implement the missing types. At minimum document in the header which ResidueType values are actually supported by these methods."
CHEM-48,B2,CHEMISTRY,medium,silent-failure,source-compatible,src/openms/include/OpenMS/CHEMISTRY/Residue.h,Residue::getMonoWeight / Residue::getAverageWeight / Residue::getFormula,Residue weight/formula getters silently return the Full value for legal ResidueType values that hit the default branch,"Throw on unsupported ResidueType in the default branch (and remove the cerr writes), or implement the missing types. If behavior cannot change for ABI reasons, document the supported-type subset in the header."
CHEM-49,B2,CHEMISTRY,medium,hidden-side-effect,none,src/openms/include/OpenMS/CHEMISTRY/ResidueDB.h,ResidueDB::getResidues,getResidues() writes to std::cout when the requested residue set is empty/unknown,"Remove the cout (or route to OPENMS_LOG_WARN). Consider documenting that an unknown set yields an empty set so callers validate against getResidueSets(). The cout removal is behavior-only, ABI-safe."
CHEM-52,B2,CHEMISTRY,medium,silent-failure,none,src/openms/include/OpenMS/CHEMISTRY/Residue.h,Residue::getModificationName,getModificationName() returns the empty string for user-defined modifications even when one is set,"Document that this returns the short Id (empty for user-defined mods) and that callers should use getModification()->getFullId()/toString() to get a name for user-defined mods; or add a getModificationFullId()/getModificationToString() helper. Doc/additive fix, ABI-safe."
CHEM-53,B2,CHEMISTRY,medium,misleading-name,none,src/openms/include/OpenMS/CHEMISTRY/AASequence.h,AASequence::getPrefix / AASequence::getSuffix,"The 'index' parameter of getPrefix/getSuffix is actually a length/count, not a position","Rename the parameter to 'length'/'num' in the header signature and docs (doc/param-name change, ABI-safe). Optionally add clearer aliases. Do not change semantics."
CHEM-57,B2,CHEMISTRY,medium,inconsistent-edge-case,none,src/openms/include/OpenMS/CHEMISTRY/NASequence.h,NASequence::getPrefix,"getPrefix(length)/getSuffix(length) throw IndexOverflow when length == size(), so you cannot request the whole sequence","Change the guard to `length > seq_.size()` so a length equal to the sequence size returns the full sequence (matching length semantics and AASequence::getPrefix conventions). Document the off-by-one behavior if kept. This is a behavior change, so guard with care/tests."
CHEM-61,B2,CHEMISTRY,medium,misleading-documentation,none,src/openms/include/OpenMS/CHEMISTRY/ModificationsDB.h,ModificationsDB::getModification,"Doc says ""the first one is returned"" on multiple matches, but the LAST match is actually returned","Fix the doc to say ""an arbitrary (currently the last) match is returned"", or make the tie-break deterministic and consistent across getModification()/searchModificationsFast(). Pure doc/comment fix is ABI-safe; making it deterministically ""first"" is source-compatible."
CHEM-62,B2,CHEMISTRY,medium,documentation-contract-contradiction,none,src/openms/include/OpenMS/CHEMISTRY/ModificationsDB.h,ModificationsDB::findModificationIndex,Self-contradictory contract: documents returning numeric_limits<Size>::max() AND throwing on the same condition; actually always throws,"Remove the contradictory ""return numeric_limits<Size>::max()"" sentence from the doc (the method throws). ABI-safe doc fix."
CHEM-64,B2,CHEMISTRY,medium,silent-failure,source-compatible,src/openms/include/OpenMS/CHEMISTRY/ModificationDefinitionsSet.h,ModificationDefinitionsSet::isCompatible,isCompatible() ignores the set's own max_mods_per_peptide limit,"Document that isCompatible ignores the max-per-peptide cap, or add the count check against max_mods_per_peptide_ (behavior change; gate behind a new overload/flag to stay source-compatible)."
CHEM-66,B2,CHEMISTRY,medium,inconsistent-convention,source-compatible,src/openms/include/OpenMS/CHEMISTRY/ModificationDefinition.h,ModificationDefinition::operator== / operator< / std::hash,operator== compares by mod pointer identity while operator< (and the set) order by modification name — equality and ordering disagree,"Make operator== consistent with operator< (compare by FullId, or compare the modification by value), and update std::hash to hash the FullId rather than the pointer. This is a behavioral change; prefer doing it deliberately with tests, since current callers may rely on pointer identity. Source-compatible signature-wise."
CHEM-67,B2,CHEMISTRY,medium,ownership-lifetime,none,src/openms/include/OpenMS/CHEMISTRY/ModificationDefinition.h,"ModificationDefinition::ModificationDefinition(const ResidueModification&, bool, UInt)","Constructor stores the address of the passed-by-reference ResidueModification (borrowed pointer), creating a dangling risk","Document loudly that the referenced ResidueModification must outlive the definition (ideally must be a ModificationsDB-owned pointer), or change to resolve/intern via ModificationsDB::searchModification() to a stable pointer. Doc fix is ABI-safe; interning is a behavior change."
CHEM-68,B2,CHEMISTRY,medium,param-order-or-bool,none,src/openms/include/OpenMS/CHEMISTRY/ModificationDefinitionsSet.h,ModificationDefinitionsSet::findMatches,Three adjacent same-typed bool flags whose doc order (consider_variable before consider_fixed) is the reverse of the signature order,"Reorder the @param lines to match the signature, and consider an enum/struct-of-options overload to make call sites self-documenting. Doc reorder is ABI-safe; an options overload is source-compatible/additive."
FORM-1,B3,FORMAT,medium,hidden-side-effect,none,src/openms/include/OpenMS/FORMAT/Base64.h,Base64::encode,"encode() mutates its input vector in place (endian-swaps it), and the doc note claiming the input is 'empty' afterwards is false","ABI-safe: fix the doc note to state the truth (input is byte-order-mutated on big-endian or BIGENDIAN target, otherwise unchanged; it is NOT emptied). Ideally add a `const std::vector<FromType>&` overload that copies before swapping (source-compatible additive change). Long term, take input by const-ref and do the swap on an internal copy; that is a breaking signature change (abi_impact breaking) but removes the surprise entirely."
FORM-2,B3,FORMAT,medium,hidden-side-effect,none,src/openms/include/OpenMS/FORMAT/Base64.h,Base64::encodeIntegers,encodeIntegers() endian-swaps the caller's input vector in place; @note again claims it becomes 'empty' but it never does,"Same as encode(): correct the doc note and, ideally, add a const-ref overload (source-compatible). A const-ref-only signature is the clean fix but is ABI-breaking."
FORM-3,B3,FORMAT,medium,silent-failure,source-compatible,src/openms/include/OpenMS/FORMAT/MSNumpressCoder.h,MSNumpressCoder::encodeNP / encodeNPRaw,"Encoding failures (exceptions, error-tolerance violations) are swallowed; caller gets an empty/unmodified string with no error signal",ABI-safe: at minimum route the std::cerr diagnostics through OPENMS_LOG_ERROR so failures are visible in normal logging. Ideally add an overload returning bool (or throwing) on encode failure (source-compatible additive). Changing the existing void signatures to throw is ABI source-compatible but a behavioral break for callers relying on the empty-string contract.
FORM-5,B3,FORMAT,medium,param-order-or-bool,breaking,src/openms/include/OpenMS/FORMAT/ZlibCompression.h,ZlibCompression::compressString,compressString takes its INPUT by non-const reference; the header itself admits 'the reference is read-only despite the non-const type',"Change the parameter to `const std::string&` and use `str.data()` (legal and non-mutating since C++11). This is source-compatible (callers passing lvalues still compile) but technically an ABI/mangling change for this symbol (`Ss` vs `RKSs`), so it is a breaking ABI change for the exported function and should be staged accordingly. The non-const overload's existence is the real surprise."
FORM-6,B3,FORMAT,medium,surprising-throw,none,src/openms/include/OpenMS/FORMAT/MSNUMPRESS/MSNumpress.h,ms::numpress::MSNumpress::decodeLinear / decodePic / decodeSlof / encode* / decode*,Decode/encode routines throw a bare `const char*` (not a std::exception) on corrupt input,This is vendored third-party (pwiz/ms-numpress) code; keep the upstream signature for sync but the surprise is real. Document prominently in the OpenMS wrapper that direct callers must use catch(...) / catch(const char*). The MSNumpressCoder wrapper already converts to Exception::ConversionError — steer public callers to that wrapper. Doc-only / no ABI change.
FORM-11,B3,FORMAT,medium,inconsistent-convention,none,src/openms/source/FORMAT/CsvFile.cpp,"CsvFile::load / CsvFile::CsvFile(const std::string&, char, bool, Int)","CsvFile constructor and load() disagree on line trimming (one trims, the other does not)","Make both call sites pass the same `trim_lines` value (and ideally expose it as a documented parameter). Pick one behavior, document it, and route the constructor through `load()` so they cannot drift. ABI-safe: changing the constant in the constructor body is purely an implementation change."
FORM-13,B3,FORMAT,medium,silent-failure,none,src/openms/source/FORMAT/CsvFile.cpp,CsvFile::getRow,"getRow blindly strips first+last char of every field when itemenclosed_ is set, corrupting unquoted/empty fields",Guard the strip: only remove enclosing characters when the field actually begins and ends with the configured quote char and has length >= 2; otherwise leave it or signal an error. ABI-safe (implementation-only fix inside the .cpp).
FORM-14,B3,FORMAT,medium,surprising-throw,source-compatible,src/openms/source/FORMAT/SVOutStream.cpp,SVOutStream::operator<<(std::string),Stream insertion operator<< throws on an embedded newline instead of setting the stream fail state,"This is a deliberate contract, but it surprises ostream users. Document the throw prominently at the class level (currently only on the operators), and consider an opt-in mode that substitutes/escapes newlines (like the separator replacement) instead of throwing. ABI-safe to add such a mode additively."
FORM-18,B3,FORMAT,medium,silent-failure,source-compatible,src/openms/include/OpenMS/FORMAT/FileHandler.h,FileHandler::computeFileHash,computeFileHash returns empty string on a missing/unreadable file instead of signaling failure,"Throw Exception::FileNotFound when the file cannot be opened (consistent with the rest of FileHandler). If ABI/behavior compatibility with existing callers tolerating """" is a concern, at minimum document the empty-string-on-failure contract in the header. The throw is source-compatible (callers currently cannot meaningfully use """")."
FORM-19,B3,FORMAT,medium,misleading-name,breaking,src/openms/include/OpenMS/FORMAT/ControlledVocabulary.h,ControlledVocabulary::CVTerm::isHigherBetterScore,"isHigherBetterScore is a static method taking a CVTerm by value, and returns true for ANY (even non-score) term by default","Rename to something honest like hasLowerBetterOrder() / defaultsToHigherBetter(), and make it a const member taking no argument (or accept by const-ref to avoid the by-value copy). At minimum, change the signature to 'bool isHigherBetterScore() const' (uses *this) and pass-by-const-ref if kept static. Renaming is breaking; an additive const overload plus a [[deprecated]] alias preserves ABI."
FORM-26,B3,FORMAT,medium,implicit-conversion,source-compatible,src/openms/include/OpenMS/FORMAT/CachedMzML.h,CachedmzML::CachedmzML(const std::string&),"Single-argument constructor is non-explicit, allowing implicit string-to-CachedmzML conversion (with heavy disk I/O)","Mark the constructor `explicit` (source-compatible for all well-formed call sites that intentionally construct; only breaks accidental implicit conversions, which is the point)."
FORM-28,B3,FORMAT,medium,param-order-or-bool,none,src/openms/include/OpenMS/FORMAT/MzMLFile.h,"MzMLFile::transform(filename, consumer, map, ...)",transform() has two adjacent same-typed bool flags whose meaning is invisible at the call site,Consider a strongly-typed flags/enum parameter in a new additive overload; at minimum keep the doc's @param ordering exact. ABI-safe additive change.
FORM-32,B3,FORMAT,medium,asymmetric-api,source-compatible,src/openms/include/OpenMS/FORMAT/DTAFile.h,DTAFile::store / DTAFile::load,"load/store use different proton masses, so a load->store->load round-trip is lossy",Source/ABI-compatible: change the two literal `1.0` values in store() to `Constants::PROTON_MASS_U` to match load(). Header-only inline template change; recompiles dependents but no API signature change.
FORM-36,B3,FORMAT,medium,hidden-side-effect,breaking,src/openms/include/OpenMS/FORMAT/ChromeleonFile.h,ChromeleonFile::removeCommasAndParseDouble,const parse helper takes its argument by non-const reference and mutates it in place,"Take the argument by value (`double removeCommasAndParseDouble(std::string number) const`) or by const-ref and copy internally, so the caller's string is not clobbered. If ABI stability forbids changing the signature, at minimum change the Doxygen tag to '@param[in,out]' to warn callers. The by-value fix is source-compatible for typical call sites passing temporaries but is an ABI break (mangled signature change)."
FORM-48,B3,FORMAT,medium,return-value,none,src/openms/include/OpenMS/FORMAT/SequestInfile.h,SequestInfile::setEnzyme,"""setEnzyme"" setter returns an inverted error code (0 = success, non-zero = enzyme NOT found)","Document the return value explicitly (0 == success / set; non-zero == unknown enzyme), and ideally invert it to a `bool` success or throw on an unknown enzyme. ABI-safe interim fix: add a Doxygen note clarifying the inverted semantics. A cleaner additive fix is a new `bool trySetEnzyme(const std::string&)` returning true on success; deprecate the surprising return."
FORM-49,B3,FORMAT,medium,hidden-side-effect,breaking,src/openms/include/OpenMS/FORMAT/SequestInfile.h,SequestInfile::addEnzymeInfo,"""addEnzymeInfo"" mutates and shrinks the vector the caller passes in","Take the parameter by value or `const&` and work on a local copy so the caller's vector is not clobbered. ABI-break if the signature changes; ABI-safe interim fix is to document that the argument is consumed/modified, or add an overload `addEnzymeInfo(const std::vector<std::string>&)`."
FORM-52,B3,FORMAT,medium,param-order-or-bool,none,src/openms/include/OpenMS/FORMAT/MascotXMLFile.h,MascotXMLFile::load,Output parameters that load() clears and overwrites are documented as @param[in],Change the Doxygen direction tags to `@param[out]` and state that load() clears the outputs first (so callers do not pass data expecting an append/merge). Documentation-only fix; fully ABI-safe.
FORM-54,B3,FORMAT,medium,misleading-name,none,src/openms/include/OpenMS/FORMAT/InspectInfile.h,InspectInfile::getBlind / getMulticharge,"Boolean-sounding ""blind""/""multicharge"" flags are tri-state UInt with an undocumented 2 = ""not set"" sentinel","Document the tri-state on the public getters/setters (or expose named constants), since callers cannot see the private member comments. Documentation-only fix is ABI-safe; a cleaner additive option is an `isBlindSet()`-style query."
FORM-58,B3,FORMAT,medium,silent-failure,none,src/openms/include/OpenMS/FORMAT/OMSSACSVFile.h,OMSSACSVFile::load,protein_identification out-parameter is documented as populated but is entirely ignored,"Either populate protein_identification (search engine/score type/identifier, as the sibling InspectOutfile/SequestOutfile parsers do) or document explicitly that the parameter is currently unused and reserved. Behavior fix is source-compatible; a doc-only fix is abi none. Marking the param [[maybe_unused]] and updating the doc is the minimal honest fix."
FORM-62,B3,FORMAT,medium,silent-failure,none,src/openms/include/OpenMS/FORMAT/XQuestResultXMLFile.h,XQuestResultXMLFile::getNumberOfHits / getMinScore / getMaxScore,'Returns ... in the file' getters actually return cached state from the last load() and return sentinels if load() was never called,Document that these return statistics of the LAST loaded file and are only valid after load(); initialize min_score_/max_score_ in the constructor to a defined sentinel (e.g. NaN) so a pre-load call is detectable instead of returning indeterminate memory. Initializing members is abi none.
FORM-67,B3,FORMAT,medium,return-value,none,src/openms/include/OpenMS/FORMAT/MzTabBase.h,MzTabBoolean::get,"Boolean getter returns Int and encodes null as -1, so `if (x.get())` treats null as true","Document loudly that get() may return -1 (null) and callers must check isNull() first, or add a `bool getBool() const` / `std::optional<bool> value() const` accessor. Changing the existing return type would be ABI-breaking; the additive accessor is the safe fix."
FORM-68,B3,FORMAT,medium,misleading-name,none,src/openms/include/OpenMS/FORMAT/MzTabBase.h,MzTabSpectraRef::setSpecRefFile,setSpecRefFile is a byte-for-byte duplicate of setSpecRef (does not set any file),"Deprecate setSpecRefFile (it is a confusing alias) and point callers to setSpecRef; or, if a file-setting overload was intended, implement it to set ms_run_/a path. Removal is source-breaking; mark `[[deprecated]]` first."
FORM-74,B3,FORMAT,medium,surprising-throw,none,src/openms/include/OpenMS/FORMAT/MzTab.h,MzTabModification::getModOrSubstIdentifier,"Getter asserts !isNull(), so it can abort (debug) / mislead (release) on a null modification",Drop the assert from these getters (let callers check isNull()) or document the precondition; align the get/set name pair (getModificationIdentifier vs setModificationIdentifier). Removing the assert is a behavior fix with no ABI change; renaming would need a deprecated alias.
FORM-75,B3,FORMAT,medium,silent-failure,none,src/openms/include/OpenMS/FORMAT/MRMFile.h,MRMFile::loadMzML,Documented 'tmp' (temporary directory for cached data) parameter is silently ignored,"Either honor the parameter (cache to tmp like SwathFile does) or update the doc to state it is currently unused/reserved. If it is genuinely dead, an additive deprecation comment is the ABI-safe step; removing the parameter is source-breaking, so keep the signature but document the no-op."
FORM-76,B3,FORMAT,medium,silent-failure,none,src/openms/include/OpenMS/FORMAT/MRMFeatureQCFile.h,MRMFeatureQCFile::store,store() silently writes no file at all when the selected QC vector is empty,"Write at least the header row (current code already builds headers from the first element, so guard only that part), or document the early-return contract explicitly. ABI-safe: behavior/doc change only."
FORM-77,B3,FORMAT,medium,param-order-or-bool,none,src/openms/include/OpenMS/FORMAT/MRMFeatureQCFile.h,MRMFeatureQCFile::load,Bare bool is_component_group selects which half of MRMFeatureQC is (re)loaded; a single load leaves the other half untouched,"Prefer named methods loadComponentQCs()/loadComponentGroupQCs() (additive overloads, ABI-safe) or an enum instead of bool. At minimum document that each call populates only one half. Splitting is additive; removing the bool overload is source-breaking."
FORM-78,B3,FORMAT,medium,silent-failure,none,src/openms/include/OpenMS/FORMAT/AbsoluteQuantitationMethodFile.h,AbsoluteQuantitationMethodFile::load,"load() only WARNS (does not throw) when required columns are missing, then silently emits zero/empty-filled records","Throw Exception::ParseError (as documented) when required columns are absent, or downgrade the header's exception contract to match the warn-and-default behavior. Behavior/doc change, ABI-safe."
FORM-79,B3,FORMAT,medium,surprising-throw,none,src/openms/include/OpenMS/FORMAT/AbsoluteQuantitationMethodFile.h,AbsoluteQuantitationMethodFile::parseLine_ (via load),"Numeric parsing uses std::stod/std::stoi, so a non-empty garbage cell throws std::invalid_argument, not the documented Exception::ParseError",Wrap conversions and rethrow as Exception::ParseError to honor the documented contract (matches OpenMS convention). ABI-safe (implementation-only).
FORM-80,B3,FORMAT,medium,param-order-or-bool,none,src/openms/include/OpenMS/FORMAT/MSstatsFile.h,MSstatsFile::storeLFQ,Bare bool 'is_isotope_label_type' is unreadable at call sites and is a boolean despite its noun-like name,"Prefer an enum {Light, Heavy} (additive overload to keep ABI) or rename to 'use_heavy_label'. The default-less bool wedged between string params is the swap hazard; an overload is ABI-safe, signature change is source-breaking."
FORM-81,B3,FORMAT,medium,asymmetric-api,breaking,src/openms/include/OpenMS/FORMAT/MRMFeaturePickerFile.h,MRMFeaturePickerFile (public CsvFile inheritance),"MRMFeaturePickerFile publicly inherits CsvFile (exposing load/store/addRow), inconsistent with sibling File adapters that inherit privately","Change to 'private CsvFile' for consistency and encapsulation. This is source-breaking for any code relying on the exposed CsvFile API, so flag as the ideal fix while acknowledging ABI/source impact; an additive doc note is the conservative interim step."
FORM-82,B3,FORMAT,medium,silent-failure,none,src/openms/include/OpenMS/FORMAT/SwathFile.h,SwathFile::loadSqMass,loadSqMass takes an exp_meta out-parameter but never writes to it,"Either populate exp_meta from the sqMass RUN/metadata (additive, source- and ABI-compatible — same signature) so behavior matches siblings, or, if metadata genuinely cannot be recovered, drop the parameter from the public signature (ABI-breaking) and document the absence. At minimum, set exp_meta to a non-null empty ExperimentalSettings so callers do not dereference null."
FORM-84,B3,FORMAT,medium,misleading-name,source-compatible,src/openms/include/OpenMS/FORMAT/SqMassFile.h,SqMassFile::SqMassConfig::write_full_meta,Config field named/documented 'write_full_meta' also changes load() (read) behavior,"Rename/clarify the field (e.g. document it as 'controls full-meta on both write and read') or, ABI-safely, split read vs. write semantics so load() ignores write_full_meta and always reads whatever the file provides. Doc-only fix is source/ABI-compatible; behavioral split is source-compatible."
FORM-86,B3,FORMAT,medium,surprising-default,none,src/openms/include/OpenMS/FORMAT/TransformationXMLFile.h,TransformationXMLFile::load,load() by default fits a model as a side effect of reading the file,"Keep the parameter (ABI) but strengthen the header doc to state that the default triggers a model fit, so the side effect is discoverable at the declaration. Optionally flip guidance toward fit_model=false for pure round-trip reads. Doc-only fix is source/ABI-compatible."
FORM-87,B3,FORMAT,medium,silent-failure,none,src/openms/include/OpenMS/FORMAT/OMSFile.h,OMSFile::load,load() appends/merges into the passed object instead of constructing/replacing it,"Document the append/merge semantics explicitly in the header (replace 'construct' with 'load into / append to'), or clear the target at the top of each load() for replace semantics. If round-trip-into-fresh-object is the only tested path, an additive doc fix is ABI-safe; clearing would change behavior for callers who currently rely on merge."
FORM-89,B3,FORMAT,medium,hidden-side-effect,none,src/openms/include/OpenMS/FORMAT/OSWFile.h,OSWFile::getRunID,"const getter opens a second connection in READWRITE_OR_CREATE mode, which can create a file","Pass SqlOpenMode::READ_ONLY explicitly in getRunID() (and other read-only helpers) so a missing file errors instead of being silently created. Implementation-only change, ABI-safe."
FORM-93,B3,FORMAT,medium,asymmetric-api,source-compatible,src/openms/include/OpenMS/FORMAT/ConsensusMapArrowIO.h,ConsensusMapArrowIO::importFeaturesFromArrow / importPSMsFromArrow,importFeaturesFromArrow APPENDS to the ConsensusMap instead of clearing it (unlike importFromParquet),"Either clear cmap at the top of importFeaturesFromArrow (and importPSMsFromArrow operates on the just-cleared map) to match importFromParquet, or document the append semantics explicitly in the header. Behavior change is source-compatible (no signature change); if append is intentional for chunked reads, at minimum amend the Doxygen to say 'appends to cmap'."
FORM-95,B3,FORMAT,medium,inconsistent-convention,source-compatible,src/openms/include/OpenMS/FORMAT/ProteinGroupArrowExport.h,ProteinGroupArrowExport::exportToArrow,Two overloads of exportToArrow return opposite things for the 'no groups' case (nullptr vs empty-non-null table),"Make the ConsensusMap overload also return an empty-but-valid table for the no-groups case (matching the ident overload), reserving nullptr for genuine build errors; or document the divergence prominently. Source-compatible (return type unchanged)."
FORM-96,B3,FORMAT,medium,silent-failure,none,src/openms/include/OpenMS/FORMAT/ParquetFile.h,ParquetFile::getInt64 / getDouble / getBool vs getString / getStringList,String value accessors silently return empty on null while the numeric accessors in the same family force the caller to opt into null handling,Document the divergence explicitly on getString/getStringList and/or add an allow_null/has-value variant for strings to bring the family in line. Additive overloads keep ABI.
FORM-98,B3,FORMAT,medium,hidden-side-effect,none,src/openms/include/OpenMS/FORMAT/ParamXMLFile.h,ParamXMLFile::load,load() merges into the existing Param instead of clearing it first,"Document explicitly in the header that load() merges into (does not reset) the passed Param, or add `param.clear();` at the start of load() to match the conventional clear-then-fill semantics. If changing behavior is too risky for ABI, at minimum fix the doc; ideally add an overload or a bool clear-first parameter (defaulted to preserve current behavior)."
FORM-99,B3,FORMAT,medium,contract-mismatch,none,src/openms/include/OpenMS/FORMAT/ParamJSONFile.h,ParamJSONFile::load,"load() documented to return false on an unknown parameter, but actually throws ParseError (the false path is dead)","Reconcile the contract: either return false (no throw) on an unknown parameter as documented, or change the doc to state that an unknown parameter throws ParseError and that the function returns true on success / throws otherwise. Pure doc+impl-return fix; no signature change, so ABI-neutral."
